Name,Brand,Model,Year,Kms_Driven,Owner,Fuel,Drive,Type,Price
Maruti Swift Dzire,MARUTI,DZIRE,2013,57512,1,PETROL,MANUAL,SEDAN,467000
Maruti Swift,MARUTI,SWIFT,2019,37732,1,PETROL,MANUAL,HATCHBACK,601000
Maruti Dzire,MARUTI,DZIRE,2018,51133,1,DIESEL,MANUAL,SEDAN,630000
Renault Duster,RENAULT,DUSTER,2019,47944,1,PETROL,MANUAL,SUV,762000
Ford Ecosport,FORD,ECOSPORT,2017,33493,1,PETROL,AUTOMATIC,SUV,777000
Maruti Swift,MARUTI,SWIFT,2017,21083,1,PETROL,MANUAL,HATCHBACK,544000
Tata Harrier,TATA,OTHER,2020,44616,1,DIESEL,MANUAL,SUV,1740000
Maruti Baleno,MARUTI,BALENO,2019,53219,1,PETROL,MANUAL,HATCHBACK,628000
Maruti Alto K10,MARUTI,ALTO K10,2010,60180,2,PETROL,MANUAL,HATCHBACK,177000
KIA SONET,KIA,SONET,2022,5758,1,DIESEL,AUTOMATIC,SUV,1431000
Maruti Baleno,MARUTI,BALENO,2017,89581,1,PETROL,MANUAL,HATCHBACK,646000
Datsun Redi Go,DATSUN,REDI GO,2017,115401,1,PETROL,MANUAL,HATCHBACK,213000
Maruti Ciaz,MARUTI,CIAZ,2018,52698,1,PETROL,MANUAL,SEDAN,361000
Maruti Swift,MARUTI,SWIFT,2019,47262,1,PETROL,MANUAL,HATCHBACK,605000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,16634,2,PETROL,MANUAL,HATCHBACK,533000
Tata TIGOR,TATA,TIGOR,2017,110311,1,PETROL,MANUAL,SEDAN,441000
Honda City,HONDA,CITY,2014,54759,1,PETROL,MANUAL,SEDAN,508000
Maruti Alto 800,MARUTI,ALTO 800,2013,48444,1,PETROL,MANUAL,HATCHBACK,286000
Maruti Swift Dzire,MARUTI,DZIRE,2015,42976,1,PETROL,AUTOMATIC,SEDAN,476000
Maruti Swift,MARUTI,SWIFT,2017,52382,1,PETROL,MANUAL,HATCHBACK,676000
Hyundai i10,HYUNDAI,I10,2012,24918,2,PETROL,MANUAL,HATCHBACK,269000
Tata Tiago,TATA,TIAGO,2018,44315,1,PETROL,MANUAL,HATCHBACK,467000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,48451,1,DIESEL,MANUAL,SUV,930000
Maruti IGNIS,MARUTI,IGNIS,2022,12699,1,PETROL,MANUAL,HATCHBACK,732000
Maruti Ciaz,MARUTI,CIAZ,2018,24385,1,PETROL,MANUAL,SEDAN,748000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,71337,1,PETROL,MANUAL,HATCHBACK,451000
Renault Kwid,RENAULT,KWID,2016,83219,1,PETROL,MANUAL,HATCHBACK,270000
Maruti Baleno,MARUTI,BALENO,2016,43655,1,PETROL,MANUAL,HATCHBACK,630000
Honda City,HONDA,CITY,2014,45165,2,PETROL,MANUAL,SEDAN,779000
Tata PUNCH,TATA,OTHER,2022,7125,1,PETROL,MANUAL,SUV,725000
Hyundai Creta,HYUNDAI,CRETA,2018,32209,1,PETROL,AUTOMATIC,SUV,1188000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2019,85969,1,CNG,MANUAL,HATCHBACK,496000
Maruti Swift,MARUTI,SWIFT,2019,31286,1,PETROL,AUTOMATIC,HATCHBACK,690000
Volkswagen Polo,VOLKSWAGEN,POLO,2021,30088,1,PETROL,MANUAL,HATCHBACK,761000
Maruti Alto K10,MARUTI,ALTO K10,2015,61108,1,PETROL,MANUAL,HATCHBACK,281000
Renault Duster,RENAULT,DUSTER,2016,93415,1,DIESEL,MANUAL,SUV,608000
Maruti Alto 800,MARUTI,ALTO 800,2017,57971,2,PETROL,MANUAL,HATCHBACK,260000
Hyundai Elite i20,HYUNDAI,ELITE I20,2014,76697,3,DIESEL,MANUAL,HATCHBACK,520000
Hyundai VENUE,HYUNDAI,VENUE,2020,11066,1,PETROL,MANUAL,SUV,1090000
Mahindra TUV300,MAHINDRA,OTHER,2018,36242,1,DIESEL,AUTOMATIC,SUV,794000
Hyundai i20,HYUNDAI,I20,2011,46494,2,PETROL,MANUAL,HATCHBACK,207000
Maruti Dzire,MARUTI,DZIRE,2020,71019,2,DIESEL,MANUAL,SEDAN,641000
Renault TRIBER,RENAULT,TRIBER,2020,14282,1,PETROL,AUTOMATIC,SUV,691000
Tata Tiago,TATA,TIAGO,2019,42739,2,PETROL,MANUAL,HATCHBACK,515000
Maruti Swift Dzire,MARUTI,DZIRE,2011,16153,1,PETROL,MANUAL,SEDAN,873000
Maruti S PRESSO,MARUTI,S PRESSO,2022,5787,1,PETROL,MANUAL,HATCHBACK,444000
Hyundai i10,HYUNDAI,I10,2012,63585,1,PETROL,MANUAL,HATCHBACK,222000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,61132,1,PETROL,MANUAL,HATCHBACK,320000
Honda City,HONDA,CITY,2015,46836,1,PETROL,MANUAL,SEDAN,624000
Maruti Swift,MARUTI,SWIFT,2014,52802,2,PETROL,MANUAL,HATCHBACK,514000
Volkswagen Polo,VOLKSWAGEN,POLO,2019,47613,1,PETROL,MANUAL,HATCHBACK,767000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,88880,1,PETROL,MANUAL,HATCHBACK,429000
Toyota Camry,TOYOTA,OTHER,2015,66467,1,PETROL,AUTOMATIC,LUX_SEDAN,1122000
Hyundai Verna,HYUNDAI,VERNA,2021,42075,1,PETROL,MANUAL,SEDAN,619000
Maruti Ciaz,MARUTI,CIAZ,2015,44348,1,PETROL,AUTOMATIC,SEDAN,746000
Maruti Swift,MARUTI,SWIFT,2018,32875,1,PETROL,MANUAL,HATCHBACK,579000
Hyundai Creta,HYUNDAI,CRETA,2018,49538,1,DIESEL,MANUAL,SUV,1056000
Hyundai Creta,HYUNDAI,CRETA,2015,39584,1,PETROL,MANUAL,SUV,807400
Honda City,HONDA,CITY,2016,73338,1,PETROL,MANUAL,SEDAN,632000
Toyota Corolla Altis,TOYOTA,COROLLA ALTIS,2015,66362,3,PETROL,AUTOMATIC,LUX_SEDAN,860000
Maruti IGNIS,MARUTI,IGNIS,2017,36248,1,PETROL,MANUAL,HATCHBACK,596000
Renault Duster,RENAULT,DUSTER,2016,56156,1,DIESEL,AUTOMATIC,SUV,548000
Renault Duster,RENAULT,DUSTER,2016,100583,1,DIESEL,MANUAL,SUV,492000
Maruti Swift,MARUTI,SWIFT,2018,42059,2,PETROL,AUTOMATIC,HATCHBACK,705000
Tata Tiago,TATA,TIAGO,2018,38575,2,PETROL,AUTOMATIC,HATCHBACK,571000
Maruti Baleno,MARUTI,BALENO,2017,20607,2,PETROL,MANUAL,HATCHBACK,648000
Honda Civic,HONDA,OTHER,2012,56446,2,PETROL,AUTOMATIC,SEDAN,520000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2022,17428,1,CNG,MANUAL,HATCHBACK,719000
Honda Jazz,HONDA,JAZZ,2022,11365,1,PETROL,AUTOMATIC,HATCHBACK,947000
Hyundai Creta,HYUNDAI,CRETA,2016,52891,1,PETROL,MANUAL,SUV,733000
Volkswagen Vento,VOLKSWAGEN,VENTO,2020,21275,1,PETROL,MANUAL,SEDAN,641000
Honda Amaze,HONDA,AMAZE,2019,44514,1,PETROL,MANUAL,SEDAN,479000
Maruti Alto K10,MARUTI,ALTO K10,2015,30751,1,PETROL,MANUAL,HATCHBACK,341000
Honda Jazz,HONDA,JAZZ,2018,39284,1,PETROL,MANUAL,HATCHBACK,614000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,37965,1,PETROL,AUTOMATIC,HATCHBACK,626000
Maruti Swift Dzire,MARUTI,DZIRE,2014,83845,1,PETROL,MANUAL,SEDAN,607000
KIA SELTOS,KIA,SELTOS,2019,57179,1,PETROL,MANUAL,SUV,1197000
Hyundai Elite i20,HYUNDAI,ELITE I20,2015,94121,2,PETROL,MANUAL,HATCHBACK,549000
Maruti Ciaz,MARUTI,CIAZ,2017,52645,3,PETROL,MANUAL,SEDAN,617000
Honda Jazz,HONDA,JAZZ,2017,43025,2,PETROL,MANUAL,HATCHBACK,592000
Maruti Swift,MARUTI,SWIFT,2012,105992,1,DIESEL,MANUAL,HATCHBACK,423000
Tata Tiago,TATA,TIAGO,2021,30359,2,PETROL,MANUAL,HATCHBACK,577000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,26678,2,PETROL,MANUAL,HATCHBACK,548000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,15993,1,PETROL,MANUAL,HATCHBACK,463000
Ford Ecosport,FORD,ECOSPORT,2016,67889,1,PETROL,AUTOMATIC,SUV,755000
Hyundai NEW I20,HYUNDAI,NEW I20,2022,19944,1,PETROL,MANUAL,HATCHBACK,930000
Ford Ecosport,FORD,ECOSPORT,2018,37983,1,PETROL,MANUAL,SUV,810000
Maruti Ritz,MARUTI,RITZ,2011,73946,1,PETROL,MANUAL,HATCHBACK,248000
Hyundai Creta,HYUNDAI,CRETA,2017,79634,1,PETROL,AUTOMATIC,SUV,948000
Hyundai i10,HYUNDAI,I10,2013,91279,2,PETROL,AUTOMATIC,HATCHBACK,349000
Hyundai Creta,HYUNDAI,CRETA,2020,27959,1,PETROL,MANUAL,SUV,1141000
Maruti Baleno,MARUTI,BALENO,2021,23851,2,PETROL,AUTOMATIC,HATCHBACK,814000
Volkswagen Vento,VOLKSWAGEN,VENTO,2020,22192,2,PETROL,MANUAL,SEDAN,809000
Maruti Baleno,MARUTI,BALENO,2017,100102,1,PETROL,MANUAL,HATCHBACK,485000
Maruti Alto,MARUTI,ALTO,2019,42839,1,PETROL,MANUAL,HATCHBACK,380000
Maruti Swift,MARUTI,SWIFT,2012,99428,3,CNG,MANUAL,HATCHBACK,331200
Hyundai Creta,HYUNDAI,CRETA,2015,93177,1,PETROL,MANUAL,SUV,571000
Tata NEXON,TATA,NEXON,2022,21009,1,PETROL,AUTOMATIC,SUV,1222000
Renault Kwid,RENAULT,KWID,2020,10916,2,PETROL,AUTOMATIC,HATCHBACK,560000
Hyundai GRAND I10 NIOS,HYUNDAI,GRAND I10 NIOS,2019,6327,1,PETROL,AUTOMATIC,HATCHBACK,764000
Maruti S Cross,MARUTI,S CROSS,2017,113633,1,DIESEL,MANUAL,SUV,728000
Tata Tiago,TATA,TIAGO,2019,68766,1,PETROL,MANUAL,HATCHBACK,531000
Renault Kiger,RENAULT,KIGER,2021,48938,2,PETROL,AUTOMATIC,HATCHBACK,1013000
Maruti Ciaz,MARUTI,CIAZ,2016,63155,2,DIESEL,MANUAL,SEDAN,674000
Skoda Octavia,SKODA,OTHER,2016,38959,1,PETROL,AUTOMATIC,LUX_SEDAN,1281000
Honda City,HONDA,CITY,2017,40586,1,PETROL,MANUAL,SEDAN,833000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,43528,2,PETROL,MANUAL,HATCHBACK,424350
Volkswagen Polo,VOLKSWAGEN,POLO,2018,50781,2,PETROL,AUTOMATIC,HATCHBACK,834000
Honda Brio,HONDA,BRIO,2015,34105,1,PETROL,MANUAL,HATCHBACK,345000
Maruti Alto K10,MARUTI,ALTO K10,2019,26520,2,PETROL,AUTOMATIC,HATCHBACK,387000
Hyundai Grand i10,HYUNDAI,GRAND I10,2018,44690,1,PETROL,MANUAL,HATCHBACK,491000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,40570,1,PETROL,AUTOMATIC,HATCHBACK,638000
Maruti Swift,MARUTI,SWIFT,2019,51622,1,PETROL,MANUAL,HATCHBACK,545000
Ford FREESTYLE,FORD,FREESTYLE,2018,63517,1,DIESEL,MANUAL,SUV,555000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2019,68272,1,DIESEL,MANUAL,SUV,767000
Hyundai Grand i10,HYUNDAI,GRAND I10,2014,98211,2,PETROL,MANUAL,HATCHBACK,398000
Ford Ecosport,FORD,ECOSPORT,2019,34446,2,PETROL,AUTOMATIC,SUV,710000
Maruti Dzire,MARUTI,DZIRE,2017,91412,2,PETROL,AUTOMATIC,SEDAN,545000
Hyundai NEW I20,HYUNDAI,NEW I20,2021,60157,1,PETROL,MANUAL,HATCHBACK,796000
Maruti Baleno,MARUTI,BALENO,2017,63801,1,PETROL,MANUAL,HATCHBACK,535000
Maruti Celerio,MARUTI,CELERIO,2014,77796,2,PETROL,MANUAL,HATCHBACK,294000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,49809,1,PETROL,MANUAL,HATCHBACK,492000
Maruti Alto 800,MARUTI,ALTO 800,2015,111283,2,PETROL,MANUAL,HATCHBACK,274000
Maruti Baleno,MARUTI,BALENO,2016,35748,1,PETROL,MANUAL,HATCHBACK,513000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,94753,1,PETROL,MANUAL,HATCHBACK,401000
Maruti Swift,MARUTI,SWIFT,2017,49602,2,PETROL,MANUAL,HATCHBACK,602650
Maruti New Wagon-R,MARUTI,NEW WAGON R,2020,23040,1,CNG,MANUAL,HATCHBACK,575000
Honda Brio,HONDA,BRIO,2015,41595,2,PETROL,MANUAL,HATCHBACK,373000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2020,15578,2,PETROL,MANUAL,HATCHBACK,429000
Maruti IGNIS,MARUTI,IGNIS,2017,88087,2,CNG,AUTOMATIC,HATCHBACK,498000
Renault Kwid,RENAULT,KWID,2019,51237,2,PETROL,AUTOMATIC,HATCHBACK,449000
Renault Kwid,RENAULT,KWID,2016,89494,2,PETROL,MANUAL,HATCHBACK,232000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,30769,1,CNG,MANUAL,HATCHBACK,410000
Maruti Swift,MARUTI,SWIFT,2015,64751,1,DIESEL,MANUAL,HATCHBACK,487650
Renault Kiger,RENAULT,KIGER,2021,15105,2,PETROL,MANUAL,HATCHBACK,766000
Hyundai Xcent,HYUNDAI,XCENT,2018,42266,2,PETROL,MANUAL,SEDAN,547000
Honda Amaze,HONDA,AMAZE,2015,37243,1,DIESEL,AUTOMATIC,SEDAN,891000
Hyundai Verna,HYUNDAI,VERNA,2013,76915,2,PETROL,MANUAL,SEDAN,409000
Hyundai i20 Active,HYUNDAI,I20 ACTIVE,2019,96408,1,DIESEL,MANUAL,HATCHBACK,803000
Hyundai Elite i20,HYUNDAI,ELITE I20,2015,72961,1,PETROL,MANUAL,HATCHBACK,649000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2021,40964,1,PETROL,MANUAL,HATCHBACK,485000
Hyundai Elite i20,HYUNDAI,ELITE I20,2019,51237,1,PETROL,MANUAL,HATCHBACK,735000
Honda Brio,HONDA,BRIO,2013,67656,2,PETROL,MANUAL,HATCHBACK,260000
Maruti Swift Dzire,MARUTI,DZIRE,2016,90480,1,PETROL,MANUAL,SEDAN,677000
Maruti Alto 800,MARUTI,ALTO 800,2015,19819,2,PETROL,MANUAL,HATCHBACK,302000
Maruti Alto 800,MARUTI,ALTO 800,2016,22042,1,PETROL,MANUAL,HATCHBACK,296000
Maruti Ciaz,MARUTI,CIAZ,2018,116881,1,PETROL,MANUAL,SEDAN,537000
Hyundai Xcent,HYUNDAI,XCENT,2018,31133,1,PETROL,MANUAL,SEDAN,568000
Maruti Alto,MARUTI,ALTO,2020,35375,1,PETROL,MANUAL,HATCHBACK,393000
Maruti Baleno,MARUTI,BALENO,2019,27310,2,PETROL,MANUAL,HATCHBACK,707000
Maruti Baleno,MARUTI,BALENO,2019,21202,1,PETROL,MANUAL,HATCHBACK,655000
Maruti Swift Dzire,MARUTI,DZIRE,2016,39991,1,PETROL,MANUAL,SEDAN,540000
Hyundai Verna,HYUNDAI,VERNA,2021,71137,2,DIESEL,MANUAL,SEDAN,393000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2017,59340,1,CNG,MANUAL,HATCHBACK,378000
Honda City,HONDA,CITY,2015,100774,3,DIESEL,MANUAL,SEDAN,553000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,30418,2,PETROL,MANUAL,HATCHBACK,327000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,32367,1,PETROL,MANUAL,HATCHBACK,467000
Hyundai New Elantra,HYUNDAI,OTHER,2016,99120,1,DIESEL,AUTOMATIC,LUX_SEDAN,939000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2013,30906,1,PETROL,MANUAL,HATCHBACK,300000
Hyundai i20,HYUNDAI,I20,2010,67473,2,PETROL,MANUAL,HATCHBACK,163000
Maruti Baleno,MARUTI,BALENO,2017,13053,1,PETROL,MANUAL,HATCHBACK,592000
Tata Tiago,TATA,TIAGO,2016,10215,1,PETROL,MANUAL,HATCHBACK,452000
Honda BR-V,HONDA,OTHER,2019,46532,1,DIESEL,MANUAL,SUV,928000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,97274,1,DIESEL,MANUAL,HATCHBACK,768000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2019,80968,1,CNG,MANUAL,HATCHBACK,489000
Hyundai AURA,HYUNDAI,AURA,2020,51452,1,DIESEL,MANUAL,SEDAN,687000
Maruti Swift,MARUTI,SWIFT,2014,56753,2,PETROL,MANUAL,HATCHBACK,453000
Honda Brio,HONDA,BRIO,2015,18554,1,PETROL,MANUAL,HATCHBACK,363000
Maruti Celerio,MARUTI,CELERIO,2019,38439,1,PETROL,MANUAL,HATCHBACK,443000
Honda Amaze,HONDA,AMAZE,2019,16645,1,PETROL,MANUAL,SEDAN,729000
Maruti Baleno,MARUTI,BALENO,2021,22521,1,PETROL,MANUAL,HATCHBACK,717000
Maruti Ertiga,MARUTI,ERTIGA,2014,52106,1,PETROL,MANUAL,SUV,627000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,31320,1,PETROL,AUTOMATIC,HATCHBACK,675000
Honda City,HONDA,CITY,2016,78752,2,DIESEL,AUTOMATIC,SEDAN,640000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,70766,1,PETROL,MANUAL,HATCHBACK,308000
Renault Kwid,RENAULT,KWID,2019,25085,1,PETROL,MANUAL,HATCHBACK,363000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,36430,1,CNG,MANUAL,HATCHBACK,566000
Toyota Corolla Altis,TOYOTA,COROLLA ALTIS,2017,96186,3,CNG,AUTOMATIC,LUX_SEDAN,944000
Maruti Baleno,MARUTI,BALENO,2019,25387,2,PETROL,AUTOMATIC,HATCHBACK,673000
Maruti Swift,MARUTI,SWIFT,2015,60559,1,PETROL,MANUAL,HATCHBACK,434000
Maruti Celerio,MARUTI,CELERIO,2016,69437,3,PETROL,MANUAL,HATCHBACK,399000
Volkswagen Polo,VOLKSWAGEN,POLO,2016,90305,1,PETROL,MANUAL,HATCHBACK,559000
Maruti IGNIS,MARUTI,IGNIS,2018,89322,1,CNG,MANUAL,HATCHBACK,467000
Maruti Swift,MARUTI,SWIFT,2018,15466,1,PETROL,AUTOMATIC,HATCHBACK,758000
Hyundai i10,HYUNDAI,I10,2010,82416,1,PETROL,MANUAL,HATCHBACK,291000
Ford Ecosport,FORD,ECOSPORT,2015,92975,1,PETROL,AUTOMATIC,SUV,497000
Maruti Alto 800,MARUTI,ALTO 800,2016,66948,2,PETROL,MANUAL,HATCHBACK,257000
Maruti Alto,MARUTI,ALTO,2020,24952,1,PETROL,MANUAL,HATCHBACK,324200
Maruti Swift,MARUTI,SWIFT,2019,95808,1,PETROL,AUTOMATIC,HATCHBACK,615000
Hyundai i10,HYUNDAI,I10,2012,29182,2,PETROL,MANUAL,HATCHBACK,235000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2020,51781,1,PETROL,MANUAL,HATCHBACK,527000
Hyundai Grand i10,HYUNDAI,GRAND I10,2015,103089,1,CNG,MANUAL,HATCHBACK,421000
Tata Harrier,TATA,OTHER,2022,35382,1,DIESEL,AUTOMATIC,SUV,1989000
Maruti Alto,MARUTI,ALTO,2021,20759,1,PETROL,MANUAL,HATCHBACK,389000
Maruti A Star,MARUTI,OTHER,2010,47148,1,PETROL,MANUAL,HATCHBACK,164000
Renault TRIBER,RENAULT,TRIBER,2019,31661,1,PETROL,MANUAL,SUV,691000
Maruti Baleno,MARUTI,BALENO,2016,43112,1,PETROL,MANUAL,HATCHBACK,582000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,44769,1,CNG,MANUAL,HATCHBACK,606000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,62148,2,PETROL,MANUAL,HATCHBACK,476000
Tata ALTROZ,TATA,ALTROZ,2021,15530,1,PETROL,MANUAL,HATCHBACK,874000
Hyundai i20,HYUNDAI,I20,2014,77526,1,PETROL,MANUAL,HATCHBACK,535000
Renault Kwid,RENAULT,KWID,2016,82700,1,PETROL,MANUAL,HATCHBACK,335000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2020,62629,1,CNG,MANUAL,HATCHBACK,547000
Maruti Swift,MARUTI,SWIFT,2021,21547,2,PETROL,AUTOMATIC,HATCHBACK,802000
Maruti Swift,MARUTI,SWIFT,2015,69232,1,PETROL,MANUAL,HATCHBACK,512000
Maruti Celerio X,MARUTI,CELERIO X,2018,38415,1,PETROL,AUTOMATIC,HATCHBACK,541000
Maruti Swift,MARUTI,SWIFT,2019,25854,1,PETROL,MANUAL,HATCHBACK,600000
Maruti Swift,MARUTI,SWIFT,2020,8638,1,PETROL,MANUAL,HATCHBACK,628000
Hyundai i10,HYUNDAI,I10,2013,57656,1,PETROL,MANUAL,HATCHBACK,287000
Maruti Alto,MARUTI,ALTO,2019,24888,1,PETROL,MANUAL,HATCHBACK,394000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2014,21917,2,PETROL,MANUAL,HATCHBACK,372000
Maruti A Star,MARUTI,OTHER,2012,47221,2,PETROL,AUTOMATIC,HATCHBACK,279000
Tata TIGOR,TATA,TIGOR,2018,40031,1,PETROL,MANUAL,SEDAN,527000
Hyundai Elite i20,HYUNDAI,ELITE I20,2016,44230,2,PETROL,MANUAL,HATCHBACK,437000
Maruti Dzire,MARUTI,DZIRE,2019,40400,1,PETROL,MANUAL,SEDAN,603000
Maruti Celerio,MARUTI,CELERIO,2015,74424,3,PETROL,AUTOMATIC,HATCHBACK,419000
Hyundai Santro Xing,HYUNDAI,SANTRO XING,2010,84084,1,PETROL,MANUAL,HATCHBACK,244000
KIA SONET,KIA,SONET,2021,11425,1,PETROL,MANUAL,SUV,991000
Maruti Swift,MARUTI,SWIFT,2017,80776,1,DIESEL,MANUAL,HATCHBACK,616800
Honda Brio,HONDA,BRIO,2012,97335,2,PETROL,MANUAL,HATCHBACK,297000
Hyundai Verna,HYUNDAI,VERNA,2017,37717,1,PETROL,MANUAL,SEDAN,519000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,35707,1,PETROL,MANUAL,HATCHBACK,519000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,91609,1,PETROL,MANUAL,HATCHBACK,559000
Hyundai i10,HYUNDAI,I10,2012,88128,3,CNG,MANUAL,HATCHBACK,229000
Maruti Swift,MARUTI,SWIFT,2018,47004,1,PETROL,MANUAL,HATCHBACK,586000
Maruti New Wagon-R,MARUTI,NEW WAGON R,2021,30766,1,CNG,MANUAL,HATCHBACK,588000
Maruti Swift Dzire,MARUTI,DZIRE,2013,17387,2,PETROL,MANUAL,SEDAN,497000
Hyundai Eon,HYUNDAI,EON,2018,26858,1,PETROL,MANUAL,HATCHBACK,338000
Maruti Alto K10,MARUTI,ALTO K10,2016,55446,1,PETROL,MANUAL,HATCHBACK,326000
Honda Amaze,HONDA,AMAZE,2014,52597,2,PETROL,MANUAL,SEDAN,417000
Maruti Ciaz,MARUTI,CIAZ,2015,70473,1,DIESEL,MANUAL,SEDAN,521000
Maruti Baleno,MARUTI,BALENO,2017,41947,1,PETROL,MANUAL,HATCHBACK,549000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2018,54472,1,CNG,MANUAL,HATCHBACK,465000
Tata Tiago,TATA,TIAGO,2020,29600,1,PETROL,MANUAL,HATCHBACK,477000
Maruti Dzire,MARUTI,DZIRE,2017,86017,1,PETROL,MANUAL,SEDAN,634000
Maruti Celerio,MARUTI,CELERIO,2015,68755,3,CNG,MANUAL,HATCHBACK,369000
Maruti Swift Dzire,MARUTI,DZIRE,2013,44495,1,PETROL,MANUAL,SEDAN,310000
Honda Amaze,HONDA,AMAZE,2016,46411,1,PETROL,MANUAL,SEDAN,456000
Maruti Swift Dzire,MARUTI,DZIRE,2013,55432,1,PETROL,MANUAL,SEDAN,218000
Tata Tiago,TATA,TIAGO,2018,46139,2,PETROL,MANUAL,HATCHBACK,510000
Mahindra Thar,MAHINDRA,OTHER,2021,10290,2,PETROL,AUTOMATIC,SUV,1711000
Maruti Swift,MARUTI,SWIFT,2018,90804,1,PETROL,MANUAL,HATCHBACK,628000
Datsun Redi Go,DATSUN,REDI GO,2021,3635,1,PETROL,MANUAL,HATCHBACK,411000
Honda Brio,HONDA,BRIO,2016,27699,1,PETROL,AUTOMATIC,HATCHBACK,467000
Hyundai Eon,HYUNDAI,EON,2013,89559,1,PETROL,MANUAL,HATCHBACK,233000
Hyundai NEW SANTRO,HYUNDAI,NEW SANTRO,2021,24565,1,CNG,MANUAL,HATCHBACK,514000
Maruti Ciaz,MARUTI,CIAZ,2017,64130,2,PETROL,MANUAL,SEDAN,790000
Honda WR-V,HONDA,WR V,2018,44004,2,DIESEL,MANUAL,SUV,739000
Hyundai Elite i20,HYUNDAI,ELITE I20,2018,39478,1,PETROL,MANUAL,HATCHBACK,740000
Maruti Swift,MARUTI,SWIFT,2017,84289,2,PETROL,MANUAL,HATCHBACK,538000
Maruti Baleno,MARUTI,BALENO,2021,37288,1,PETROL,MANUAL,HATCHBACK,710000
Volkswagen Polo,VOLKSWAGEN,POLO,2016,66057,2,PETROL,AUTOMATIC,HATCHBACK,569000
Honda Jazz,HONDA,JAZZ,2017,66075,1,DIESEL,MANUAL,HATCHBACK,389000
Honda Brio,HONDA,BRIO,2014,66051,1,PETROL,MANUAL,HATCHBACK,307000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2018,43109,1,DIESEL,MANUAL,SUV,682000
Toyota Glanza,TOYOTA,OTHER,2019,20361,1,PETROL,MANUAL,HATCHBACK,709000
Hyundai Grand i10,HYUNDAI,GRAND I10,2019,20552,1,PETROL,MANUAL,HATCHBACK,531000
Hyundai Grand i10,HYUNDAI,GRAND I10,2016,32594,1,PETROL,MANUAL,HATCHBACK,461000
Maruti Swift,MARUTI,SWIFT,2018,50479,2,PETROL,MANUAL,HATCHBACK,533000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2015,21598,1,PETROL,MANUAL,HATCHBACK,358000
Maruti Celerio,MARUTI,CELERIO,2016,61337,1,PETROL,AUTOMATIC,HATCHBACK,431000
Maruti Baleno,MARUTI,BALENO,2019,47935,1,PETROL,MANUAL,HATCHBACK,553000
Maruti Vitara Brezza,MARUTI,VITARA BREZZA,2016,99232,1,DIESEL,MANUAL,SUV,830000
Hyundai Grand i10,HYUNDAI,GRAND I10,2017,44390,1,PETROL,MANUAL,HATCHBACK,553000
Hyundai Elite i20,HYUNDAI,ELITE I20,2017,63899,1,PETROL,MANUAL,HATCHBACK,574000
Maruti Celerio,MARUTI,CELERIO,2022,8143,1,PETROL,MANUAL,HATCHBACK,624000
Maruti Wagon R 1.0,MARUTI,WAGON R 1.0,2016,46335,2,PETROL,MANUAL,HATCHBACK,371000
Maruti Baleno,MARUTI,BALENO,2017,28584,1,PETROL,MANUAL,HATCHBACK,581000
Mahindra XUV500,MAHINDRA,XUV500,2017,79282,2,DIESEL,AUTOMATIC,LUX_SUV,1007000
